original_edge_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
328163,3,2,2,1
328164,3,3,3,2
328165,3,0,0,0
328166,3,1,1,1
328167,3,3,3,0
328168,3,3,3,2
328169,3,2,2,0
328170,3,1,1,1
328171,3,0,0,2
328172,3,3,3,0
328173,3,2,2,1
328174,3,1,1,2
328175,3,0,0,0
328176,3,3,3,2
328177,3,2,2,3
328178,3,3,3,3
328179,3,0,0,3
328180,3,2,2,3
328181,3,1,1,3
328182,3,2,2,3
328183,3,3,3,3
328184,3,0,0,3
328185,3,0,0,3
328186,3,1,1,3
328187,3,2,2,3
328188,3,3,3,3
328189,3,0,0,3
328190,3,1,1,3
328191,3,1,1,3
328192,3,2,2,3
328193,3,3,3,3
328194,3,0,0,3
328195,3,1,1,3
328196,3,2,2,3
328197,3,3,3,3
328198,3,0,0,3
328199,3,2,2,3
328200,3,1,1,3
328201,3,2,2,3
328202,3,3,3,3
328203,3,0,0,3
328204,3,1,1,3
328205,3,2,2,3
328206,3,3,3,3
328207,3,0,0,3
328208,3,1,1,3
328209,3,2,2,3
328210,3,3,3,3
328211,3,0,0,3
328212,3,1,1,3
328213,3,2,2,3
328214,3,3,3,3
328215,3,0,0,3
328216,3,1,1,3
328217,3,2,2,3
328218,3,3,3,3
328219,3,0,0,3
328220,3,1,1,3
328221,3,2,2,3
328222,3,3,3,3
328223,3,0,0,3
328224,3,1,1,3
328225,3,2,2,3
328226,3,3,3,3
328227,3,0,0,3
328228,3,1,1,3
328229,3,2,2,3
328230,3,3,3,3
328231,3,3,3,3
328232,3,0,0,3
328233,3,0,0,3
328234,3,1,1,3
328235,3,2,2,3
328236,3,3,3,3
328237,3,3,3,3
328238,3,1,1,0
328239,3,2,2,3
328240,3,1,1,2
328241,3,3,3,1
328242,3,0,0,3
328243,3,1,1,2
328244,3,1,1,3
328245,3,1,1,1
328246,3,3,3,0
328247,3,0,0,1
328248,3,2,2,3
328249,3,2,2,1
328250,3,0,0,0
328251,3,1,1,3
328252,3,2,2,2
328253,3,0,0,2
328254,3,1,1,1
328255,3,2,2,2
328256,3,3,3,0
328257,3,0,0,1
328258,3,1,1,0
328259,3,0,0,0
328260,3,2,2,2
328261,3,3,3,1
328262,3,3,3,3
328263,3,3,3,3
328264,3,0,0,0
328265,3,1,1,3
328266,3,2,2,2
328267,3,3,3,1
328268,3,2,2,3
328269,3,2,2,1
328270,3,3,3,0
328271,3,0,0,3
328272,3,0,0,3
328273,3,1,1,3
328274,3,3,3,2
328275,3,0,0,0
328276,3,0,0,3
328277,3,3,3,1
328278,3,1,1,0
328279,3,0,0,3
328280,3,0,0,2
328281,3,0,0,1
328282,3,3,3,1
328283,3,3,3,1
328284,3,1,1,1
328285,3,2,2,0
328286,3,1,1,1
328287,3,1,1,3
328288,3,2,2,0
328289,3,2,2,1
328290,3,0,0,2
328291,3,1,1,1
328292,3,0,0,0
328293,2,2,2,2
328294,2,2,2,1
328295,3,2,2,0
328296,3,1,1,2
328297,3,2,2,3
328298,3,3,3,3
328299,3,3,3,3
328300,3,0,0,1
328301,3,0,0,2
328302,3,1,1,0
328303,3,0,0,3
328304,3,3,3,3
328305,3,1,1,3
328306,3,2,2,2
328307,3,3,3,0
328308,3,3,3,3
328309,3,1,1,0
328310,3,2,2,0
328311,3,3,3,3
328312,3,0,0,3
328313,3,1,1,1
328314,3,2,2,2
328315,3,3,3,3
328316,3,0,0,3
328317,3,1,1,3
328318,3,0,0,1
328319,3,2,2,2
328320,3,3,3,2
328321,3,1,1,2
328322,3,0,0,2
328323,3,1,1,1
328324,3,2,2,0
328325,3,2,2,0
328326,3,3,3,0
328327,3,2,2,1
328328,3,3,3,3
328329,3,1,1,0
328330,3,1,1,0
328331,3,1,1,3
328332,3,3,3,3
328333,3,2,2,1
328334,3,0,0,2
328335,3,0,0,0
328336,3,1,1,1
328337,3,1,1,0
328338,3,0,0,0
328339,3,3,3,2
328340,3,2,2,1
328341,3,3,3,2
328342,3,2,2,1
328343,3,3,3,2
328344,3,2,2,2
328345,3,3,3,3
328346,3,0,0,3
328347,3,2,2,1
328348,3,1,1,0
328349,3,2,2,3
328350,3,3,3,3
328351,3,0,0,3
328352,3,1,1,1
328353,3,2,2,1
328354,3,3,3,2
328355,3,1,1,0
328356,3,2,2,1
328357,3,0,0,3
328358,3,3,3,3
328359,3,0,0,2
328360,3,2,2,0
328361,3,3,3,2
328362,3,1,1,3
328363,3,0,0,3
328364,3,1,1,3
328365,3,2,2,0
328366,3,3,3,1
328367,3,0,0,3
328368,3,1,1,1
328369,3,2,2,3
328370,3,0,0,2
328371,3,3,3,0
328372,3,0,0,2
328373,3,1,1,0
328374,3,2,2,1
328375,3,1,1,0
328376,3,1,1,1
328377,3,1,1,1
328378,3,1,1,1
328379,3,2,2,0
328380,3,0,0,0
328381,3,2,2,2
328382,3,0,0,0
328383,3,3,3,3
328384,3,3,3,3
328385,3,1,1,1
328386,3,3,3,2
328387,3,3,3,0
328388,3,2,2,1
328389,3,0,0,2
328390,3,0,0,2
328391,3,2,2,0
328392,3,3,3,2
328393,3,0,0,2
328394,3,0,0,0
328395,3,2,2,1
328396,3,3,3,2
328397,3,3,3,2
328398,3,1,1,0
328399,3,2,2,1
328400,3,3,3,2
328401,3,0,0,0
328402,3,1,1,1
328403,3,2,2,2
328404,3,3,3,0
328405,3,0,0,1
328406,3,1,1,2
328407,3,2,2,0
328408,3,3,3,1
328409,3,0,0,0
328410,3,1,1,1
328411,3,0,0,2
328412,3,1,1,0
328413,3,2,2,1
328414,3,3,3,2
328415,3,0,0,0
328416,3,1,1,1
328417,3,2,2,2
328418,3,3,3,0
328419,3,0,0,1
328420,3,1,1,2
328421,3,2,2,0
328422,3,3,3,2
328423,3,3,3,3
328424,3,0,0,3
328425,3,1,1,3
328426,3,2,2,3
328427,3,2,2,3
328428,3,3,3,3
328429,3,0,0,3
328430,3,1,1,3
328431,3,2,2,3
328432,3,0,0,3
328433,3,1,1,3
328434,3,3,3,3
328435,3,0,0,3
328436,3,1,1,3
328437,3,2,2,3
328438,3,3,3,3
328439,3,0,0,3
328440,3,1,1,3
328441,3,2,2,3
328442,3,3,3,3
328443,3,0,0,3
328444,3,1,1,3
328445,3,2,2,3
328446,3,3,3,3
328447,3,0,0,3
328448,3,1,1,3
328449,3,2,2,3
328450,3,3,3,3
328451,3,0,0,3
328452,3,1,1,3
328453,3,2,2,3
328454,3,3,3,3
328455,3,0,0,3
328456,3,1,1,3
328457,3,2,2,3
328458,3,3,3,3
328459,3,0,0,3
328460,3,1,1,3
328461,3,2,2,3
328462,3,3,3,3
328463,3,0,0,3
328464,3,1,1,3
328465,3,2,2,3
328466,3,3,3,3
328467,3,0,0,3
328468,3,1,1,3
328469,3,2,2,3
328470,3,3,3,3
328471,3,0,0,3
328472,3,1,1,3
328473,3,2,2,3
328474,3,2,2,3
328475,3,3,3,3
328476,3,3,3,3
328477,3,0,0,3
328478,3,1,1,3
328479,3,1,1,3
328480,3,1,1,0
328481,3,0,0,3
328482,3,0,0,2
328483,3,3,3,1
328484,3,2,2,3
328485,3,1,1,2
328486,3,0,0,3
328487,3,3,3,1
328488,3,0,0,0
328489,3,2,2,0
328490,3,1,1,3
328491,3,1,1,1
328492,3,2,2,0
328493,3,3,3,3
328494,3,3,3,2
328495,3,1,1,0
328496,3,0,0,2
328497,3,3,3,2
328498,3,3,3,1
328499,3,0,0,1
328500,3,3,3,1
328501,3,2,2,0
328502,3,1,1,2
328503,3,2,2,1
328504,3,2,2,3
328505,3,2,2,3
328506,3,1,1,0
328507,3,0,0,3
328508,3,2,2,3
328509,3,2,2,3
328510,3,3,3,1
328511,3,1,1,0
328512,2,0,0,0
328513,3,1,1,3
328514,3,3,3,1
328515,3,2,2,2
328516,3,0,0,3
328517,2,3,3,3
328518,3,3,3,3
328519,3,1,1,1
328520,3,2,2,0
328521,3,3,3,3
328522,3,0,0,1
328523,3,2,2,1
328524,3,0,0,1
328525,3,3,3,0
328526,3,2,2,0
328527,3,0,0,0
328528,3,2,2,0
328529,3,0,0,3
328530,3,2,2,1
328531,3,1,1,1
328532,3,0,0,0
328533,3,0,0,0
328534,3,2,2,1
328535,3,1,1,3
328536,3,0,0,1
328537,3,1,1,2
328538,3,3,3,2
328539,3,1,1,3
328540,3,1,1,3
328541,3,3,3,3
328542,3,0,0,0
328543,3,3,3,1
328544,3,0,0,1
328545,3,3,3,3
328546,3,1,1,3
328547,3,0,0,3
328548,2,1,1,1
328549,2,2,2,0
328550,3,2,2,3
328551,3,1,1,1
328552,3,1,1,0
328553,3,2,2,3
328554,3,2,2,3
328555,3,1,1,2
328556,3,2,2,2
328557,3,3,3,3
328558,3,3,3,3
328559,3,0,0,3
328560,3,3,3,0
328561,3,3,3,0
328562,3,2,2,2
328563,3,2,2,2
328564,3,0,0,1
328565,3,1,1,0
328566,3,1,1,2
328567,3,0,0,0
328568,3,0,0,2
328569,3,2,2,2
328570,3,1,1,3
328571,3,3,3,2
328572,3,0,0,0
328573,3,3,3,3
328574,3,2,2,3
328575,3,3,3,1
328576,3,2,2,2
328577,3,0,0,0
328578,3,2,2,1
328579,3,2,2,1
328580,3,0,0,1
328581,3,1,1,2
328582,3,1,1,2
328583,3,3,3,1
328584,3,3,3,2
328585,3,2,2,0
328586,3,3,3,2
328587,3,1,1,3
328588,3,0,0,3
328589,3,0,0,1
328590,3,2,2,2
328591,3,0,0,3
328592,3,1,1,3
328593,3,1,1,3
328594,3,3,3,0
328595,3,2,2,0
328596,3,3,3,1
328597,3,0,0,2
328598,3,2,2,1
328599,3,1,1,3
328600,3,0,0,3
328601,3,1,1,2
328602,3,1,1,0
328603,3,3,3,1
328604,3,0,0,3
328605,3,2,2,3
328606,3,3,3,3
328607,3,1,1,2
328608,3,0,0,0
328609,3,2,2,3
328610,3,0,0,0
328611,3,3,3,3
328612,3,1,1,1
328613,3,2,2,1
328614,3,0,0,2
328615,3,3,3,2
328616,3,3,3,0
328617,3,2,2,2
328618,3,2,2,0
328619,3,1,1,1
328620,3,3,3,0
328621,3,0,0,1
328622,3,0,0,2
328623,3,1,1,2
328624,3,1,1,0
328625,3,2,2,3
328626,3,3,3,3
328627,3,1,1,1
328628,3,2,2,0
328629,3,2,2,0
328630,3,3,3,1
328631,3,0,0,2
328632,3,1,1,2
328633,3,3,3,1
328634,3,2,2,1
328635,3,0,0,0
328636,3,1,1,0
328637,3,3,3,2
328638,3,2,2,2
328639,3,0,0,0
328640,3,0,0,1
328641,3,1,1,0
328642,3,0,0,1
328643,3,1,1,2
328644,3,0,0,0
328645,3,3,3,1
328646,3,1,1,2
328647,3,2,2,0
328648,3,3,3,1
328649,3,0,0,2
328650,3,1,1,0
328651,3,3,3,2
328652,3,1,1,1
328653,3,3,3,1
328654,3,2,2,2
328655,3,1,1,0
328656,3,0,0,1
328657,3,3,3,2
328658,3,2,2,0
328659,3,1,1,1
328660,3,0,0,2
328661,3,2,2,0
328662,3,3,3,1
328663,3,0,0,2
328664,3,3,3,2
328665,3,1,1,3
328666,3,2,2,3
328667,3,3,3,3
328668,3,2,2,3
328669,3,0,0,3
328670,3,1,1,3
328671,3,2,2,3
328672,3,3,3,3
328673,3,0,0,3
328674,3,2,2,3
328675,3,1,1,3
328676,3,2,2,3
328677,3,3,3,3
328678,3,0,0,3
328679,3,1,1,3
328680,3,2,2,3
328681,3,3,3,3
328682,3,0,0,3
328683,3,0,0,3
328684,3,1,1,3
328685,3,2,2,3
328686,3,3,3,3
328687,3,0,0,3
328688,3,1,1,3
328689,3,2,2,3
328690,3,3,3,3
328691,3,0,0,3
328692,3,1,1,3
328693,3,2,2,3
328694,3,3,3,3
328695,3,0,0,3
328696,3,1,1,3
328697,3,2,2,3
328698,3,3,3,3
328699,3,0,0,3
328700,3,1,1,3
328701,3,2,2,3
328702,3,3,3,3
328703,3,0,0,3
328704,3,1,1,3
328705,3,2,2,3
328706,3,3,3,3
328707,3,0,0,3
328708,3,1,1,3
328709,3,2,2,3
328710,3,3,3,3
328711,3,0,0,3
328712,3,1,1,3
328713,3,2,2,3
328714,3,3,3,3
328715,3,1,1,3
328716,3,0,0,3
328717,3,1,1,3
328718,3,2,2,3
328719,3,2,2,3
328720,3,3,3,3
328721,3,3,3,3
328722,3,3,3,0
328723,3,0,0,3
328724,3,1,1,2
328725,3,2,2,1
328726,3,0,0,3
328727,2,3,3,3
328728,3,3,3,3
328729,3,1,1,1
328730,3,3,3,0
328731,3,3,3,1
328732,3,0,0,3
328733,3,2,2,1
328734,3,0,0,0
328735,3,1,1,3
328736,3,0,0,0
328737,3,1,1,0
328738,3,2,2,2
328739,3,1,1,0
328740,3,0,0,0
328741,3,2,2,1
328742,3,3,3,1
328743,3,0,0,2
328744,3,1,1,2
328745,3,1,1,1
328746,3,1,1,3
328747,3,0,0,3
328748,3,2,2,2
328749,3,3,3,3
328750,3,2,2,3
328751,3,0,0,3
328752,3,0,0,0
328753,3,1,1,2
328754,3,0,0,0
328755,2,3,3,2
328756,3,2,2,0
328757,3,1,1,1
328758,3,2,2,3
328759,3,1,1,0
328760,3,2,2,3
328761,3,3,3,1
328762,3,1,1,0
328763,3,0,0,3
328764,3,0,0,1
328765,3,0,0,0
328766,3,3,3,1
328767,3,0,0,0
328768,3,1,1,1
328769,3,3,3,2
328770,3,0,0,1
328771,3,3,3,3
328772,3,0,0,1
328773,3,3,3,2
328774,3,0,0,0
328775,3,3,3,1
328776,3,2,2,0
328777,3,0,0,3
328778,3,2,2,1
328779,3,2,2,2
328780,3,1,1,3
328781,3,1,1,1
328782,3,3,3,2
328783,3,1,1,3
328784,3,3,3,3
328785,3,3,3,0
328786,3,2,2,2
328787,3,2,2,3
328788,3,2,2,3
328789,3,1,1,3
328790,3,3,3,1
328791,3,3,3,1
328792,3,2,2,0
328793,3,0,0,3
328794,3,0,0,3
328795,3,1,1,3
328796,3,1,1,0
328797,3,2,2,2
328798,3,1,1,2
328799,3,3,3,0
328800,3,0,0,2
328801,3,1,1,0
328802,3,2,2,2
328803,3,3,3,1
328804,3,2,2,1
328805,3,2,2,3
328806,3,0,0,3
328807,3,3,3,3
328808,3,1,1,0
328809,3,1,1,0
328810,3,0,0,2
328811,3,3,3,2
328812,3,2,2,3
328813,3,2,2,1
328814,3,0,0,0
328815,3,1,1,3
328816,3,1,1,3
328817,3,0,0,1
328818,3,1,1,1
328819,3,0,0,2
328820,3,1,1,2
328821,3,2,2,2
328822,3,0,0,0
328823,3,3,3,1
328824,3,3,3,1
328825,3,3,3,0
328826,3,2,2,2
328827,3,2,2,1
328828,3,3,3,2
328829,3,1,1,3
328830,3,0,0,3
328831,3,2,2,0
328832,3,1,1,1
328833,3,2,2,3
328834,3,3,3,3
328835,3,0,0,3
328836,3,1,1,0
328837,3,3,3,1
328838,3,2,2,2
328839,3,0,0,2
328840,3,0,0,0
328841,3,1,1,3
328842,3,2,2,3
328843,3,1,1,1
328844,3,2,2,0
328845,3,3,3,1
328846,3,3,3,3
328847,3,0,0,3
328848,3,1,1,3
328849,3,2,2,2
328850,3,3,3,2
328851,3,0,0,3
328852,3,1,1,0
328853,3,2,2,3
328854,3,1,1,1
328855,3,1,1,2
328856,3,0,0,0
328857,3,1,1,0
328858,3,3,3,2
328859,3,1,1,0
328860,3,1,1,2
328861,3,2,2,2
328862,3,2,2,0
328863,3,3,3,1
328864,3,3,3,1
328865,3,0,0,0
328866,3,0,0,1
328867,3,3,3,3
328868,3,2,2,3
328869,3,2,2,2
328870,3,3,3,1
328871,3,2,2,0
328872,3,2,2,2
328873,3,0,0,1
328874,3,3,3,1
328875,3,0,0,0
328876,3,3,3,0
328877,3,0,0,2
328878,3,3,3,2
328879,3,2,2,1
328880,3,1,1,1
328881,3,0,0,0
328882,3,0,0,0
328883,3,2,2,2
328884,3,3,3,0
328885,3,0,0,1
328886,3,1,1,2
328887,3,2,2,0
328888,3,0,0,1
328889,3,3,3,2
328890,3,2,2,0
328891,3,1,1,1
328892,3,0,0,2
328893,3,3,3,0
328894,3,2,2,1
328895,3,1,1,2
328896,3,1,1,1
328897,3,3,3,0
328898,3,0,0,1
328899,3,1,1,2
328900,3,2,2,0
328901,3,3,3,1
328902,3,0,0,2
328903,3,0,0,2
328904,3,1,1,0
328905,3,2,2,1
328906,3,3,3,0
328907,3,3,3,3
328908,3,0,0,3
328909,3,1,1,3
328910,3,1,1,3
328911,3,2,2,3
328912,3,3,3,3
328913,3,0,0,3
328914,3,1,1,3
328915,3,2,2,3
328916,3,3,3,3
328917,3,0,0,3
328918,3,1,1,3
328919,3,2,2,3
328920,3,2,2,3
328921,3,3,3,3
328922,3,0,0,3
328923,3,1,1,3
328924,3,2,2,3
328925,3,3,3,3
328926,3,3,3,3
328927,3,0,0,3
328928,3,1,1,3
328929,3,2,2,3
328930,3,3,3,3
328931,3,0,0,3
328932,3,1,1,3
328933,3,2,2,3
328934,3,3,3,3
328935,3,0,0,3
328936,3,1,1,3
328937,3,2,2,3
328938,3,3,3,3
328939,3,0,0,3
328940,3,1,1,3
328941,3,2,2,3
328942,3,3,3,3
328943,3,0,0,3
328944,3,1,1,3
328945,3,2,2,3
328946,3,3,3,3
328947,3,0,0,3
328948,3,1,1,3
328949,3,2,2,3
328950,3,3,3,3
328951,3,0,0,3
328952,3,1,1,3
328953,3,2,2,3
328954,3,3,3,3
328955,3,0,0,3
328956,3,0,0,3
328957,3,1,1,3
328958,3,2,2,3
328959,3,1,1,3
328960,3,3,3,3
328961,3,0,0,3
328962,3,1,1,3
328963,3,1,1,3
328964,3,2,2,1
328965,3,3,3,3
328966,3,0,0,0
328967,3,1,1,2
328968,3,2,2,3
328969,3,3,3,2
328970,3,2,2,3
328971,3,3,3,1
328972,3,0,0,0
328973,3,2,2,1
328974,3,3,3,3
328975,3,2,2,1
328976,3,1,1,0
328977,3,3,3,3
328978,3,2,2,2
328979,3,0,0,2
328980,3,0,0,2
328981,3,3,3,1
328982,3,0,0,2
328983,3,1,1,1
328984,3,2,2,1
328985,3,1,1,0
328986,3,3,3,0
328987,3,2,2,0
328988,3,3,3,3
328989,3,0,0,3
328990,3,1,1,1
328991,3,2,2,3
328992,3,3,3,2
328993,3,0,0,0
328994,3,0,0,3
328995,3,2,2,2
328996,3,0,0,0
328997,3,1,1,3
328998,3,1,1,3
328999,3,3,3,3
329000,3,2,2,2
329001,3,1,1,2
329002,3,1,1,3
329003,3,1,1,1
329004,3,2,2,0
329005,3,3,3,3
329006,3,2,2,1
329007,3,3,3,1
329008,3,2,2,1
329009,3,3,3,0
329010,3,2,2,1
329011,3,3,3,0
329012,3,0,0,2
329013,3,2,2,3
329014,3,3,3,2
329015,2,0,0,3
329016,3,1,1,0
329017,2,1,1,3
329018,3,3,3,0
329019,3,3,3,3
329020,3,0,0,1
329021,2,0,0,1
329022,3,0,0,3
329023,2,1,1,0
329024,3,0,0,1
329025,3,0,0,3
329026,3,1,1,3
329027,2,1,1,0
329028,3,2,2,2
329029,3,0,0,3
329030,3,2,2,3
329031,3,1,1,3
329032,3,3,3,0
329033,3,3,3,0
329034,3,2,2,1
329035,3,3,3,3
329036,3,2,2,3
329037,3,0,0,3
329038,3,2,2,2
329039,3,1,1,1
329040,3,0,0,1
329041,3,1,1,3
329042,3,2,2,3
329043,3,0,0,3
329044,3,3,3,0
329045,3,1,1,0
329046,3,2,2,2
329047,3,1,1,2
329048,3,3,3,0
329049,3,0,0,1
329050,3,0,0,1
329051,3,0,0,2
329052,3,2,2,2
329053,3,1,1,1
329054,3,2,2,3
329055,3,3,3,2
329056,3,0,0,0
329057,3,3,3,3
329058,3,3,3,3
329059,3,1,1,1
329060,3,2,2,2
329061,3,2,2,0
329062,3,3,3,2
329063,3,2,2,1
329064,3,3,3,2
329065,3,0,0,0
329066,3,1,1,1
329067,3,0,0,0
329068,3,3,3,1
329069,3,1,1,2
329070,3,0,0,1
329071,3,1,1,3
329072,3,2,2,3
329073,3,3,3,0
329074,3,1,1,2
329075,3,0,0,3
329076,3,0,0,3
329077,3,2,2,3
329078,3,1,1,1
329079,3,3,3,1
329080,3,2,2,0
329081,3,3,3,2
329082,3,3,3,2
329083,3,0,0,3
329084,3,0,0,3
329085,3,2,2,0
329086,3,2,2,0
329087,3,3,3,1
329088,3,1,1,3
329089,3,0,0,3
329090,3,1,1,3
329091,3,0,0,2
329092,3,1,1,0
329093,3,2,2,3
329094,3,3,3,0
329095,3,0,0,3
329096,3,1,1,1
329097,3,1,1,1
329098,3,1,1,2
329099,3,1,1,1
329100,3,0,0,2
329101,3,1,1,0
329102,3,1,1,1
329103,3,2,2,0
329104,3,2,2,2
329105,3,1,1,1
329106,3,2,2,0
329107,3,0,0,2
329108,3,1,1,0
329109,3,3,3,3
329110,3,2,2,3
329111,3,3,3,0
329112,3,3,3,0
329113,3,0,0,1
329114,3,1,1,2
329115,3,2,2,0
329116,3,3,3,1
329117,3,2,2,2
329118,3,3,3,0
329119,3,0,0,1
329120,3,3,3,2
329121,3,2,2,0
329122,3,3,3,1
329123,3,0,0,2
329124,3,0,0,2
329125,3,2,2,0
329126,3,0,0,1
329127,3,3,3,2
329128,3,2,2,0
329129,3,1,1,1
329130,3,0,0,2
329131,3,2,2,0
329132,3,3,3,1
329133,3,0,0,2
329134,3,1,1,0
329135,3,2,2,1
329136,3,3,3,2
329137,3,0,0,0
329138,3,1,1,1
329139,3,1,1,1
329140,3,2,2,2
329141,3,3,3,0
329142,3,0,0,1
329143,3,1,1,2
329144,3,2,2,2
329145,3,2,2,0
329146,3,3,3,1
329147,3,0,0,2
329148,3,3,3,0
329149,3,1,1,3
329150,3,2,2,3
329151,3,3,3,3
329152,3,0,0,3
329153,3,0,0,3
329154,3,1,1,3
329155,3,2,2,3
329156,3,3,3,3
329157,3,0,0,3
329158,3,1,1,3
329159,3,2,2,3
329160,3,3,3,3
329161,3,1,1,3
329162,3,0,0,3
329163,3,1,1,3
329164,3,2,2,3
329165,3,3,3,3
329166,3,0,0,3
329167,3,2,2,3
329168,3,1,1,3
329169,3,2,2,3
329170,3,3,3,3
329171,3,0,0,3
329172,3,1,1,3
329173,3,2,2,3
329174,3,3,3,3
329175,3,0,0,3
329176,3,1,1,3
329177,3,2,2,3
329178,3,3,3,3
329179,3,0,0,3
329180,3,1,1,3
329181,3,2,2,3
329182,3,3,3,3
329183,3,0,0,3
329184,3,1,1,3
329185,3,2,2,3
329186,3,3,3,3
329187,3,0,0,3
329188,3,1,1,3
329189,3,2,2,3
329190,3,3,3,3
329191,3,0,0,3
329192,3,1,1,3
329193,3,2,2,3
329194,3,3,3,3
329195,3,0,0,3
329196,3,1,1,3
329197,3,2,2,3
329198,3,3,3,3
329199,3,3,3,3
329200,3,0,0,3
329201,3,0,0,3
329202,3,1,1,3
329203,3,2,2,3
329204,3,3,3,3
329205,3,3,3,3
329206,3,1,1,1
329207,3,2,2,3
329208,2,3,3,1
329209,3,0,0,2
329210,3,0,0,3
329211,3,1,1,2
329212,2,1,1,2
329213,2,1,1,1
329214,2,3,3,0
329215,2,1,1,0
329216,2,2,2,2
329217,3,2,2,1
329218,3,0,0,0
329219,2,1,1,2
329220,3,0,0,0
329221,3,3,3,2
329222,3,1,1,1
329223,3,3,3,1
329224,3,3,3,2
329225,3,0,0,0
329226,3,2,2,0
329227,3,2,2,1
329228,3,2,2,0
329229,3,0,0,2
329230,3,3,3,3
329231,3,1,1,3
329232,2,0,0,1
329233,3,1,1,3
329234,2,2,2,0
329235,3,3,3,2
329236,3,2,2,3
329237,2,2,2,3
329238,3,3,3,0
329239,2,0,0,2
329240,3,0,0,3
329241,3,1,1,3
329242,3,3,3,0
329243,3,1,1,0
329244,2,0,0,2
329245,3,3,3,1
329246,3,0,0,0
329247,3,1,1,3
329248,3,3,3,0
329249,3,1,1,1
329250,3,0,0,0
329251,3,1,1,1
329252,3,1,1,2
329253,2,0,0,0
329254,2,0,0,3
329255,2,1,1,2
329256,2,2,2,1
329257,3,0,0,1
329258,3,2,2,0
329259,3,0,0,1
329260,3,1,1,1
329261,2,2,2,2
329262,2,2,2,1
329263,3,2,2,2
329264,2,3,3,2
329265,2,2,2,1
329266,3,2,2,1
329267,3,3,3,3
329268,3,3,3,3
329269,2,0,0,1
329270,3,3,3,2
329271,3,3,3,3
329272,3,1,1,3
329273,3,2,2,3
329274,3,1,1,0
329275,3,1,1,1
329276,3,3,3,0
329277,3,2,2,3
329278,3,0,0,3
329279,3,3,3,3
329280,3,3,3,1
329281,3,2,2,0
329282,3,0,0,2
329283,3,2,2,3
329284,3,0,0,3
329285,3,2,2,3
329286,3,2,2,0
329287,3,1,1,0
329288,3,3,3,2
329289,3,1,1,1
329290,3,3,3,0
329291,2,0,0,3
329292,2,2,2,1
329293,3,1,1,2
329294,3,0,0,2
329295,3,3,3,2
329296,3,0,0,3
329297,3,1,1,2
329298,3,0,0,0
329299,2,1,1,2
329300,3,3,3,3
329301,3,3,3,1
329302,3,2,2,1
329303,3,0,0,0
329304,3,1,1,1
329305,3,2,2,2
329306,3,0,0,0
329307,3,1,1,2
329308,3,3,3,2
329309,3,3,3,1
329310,3,2,2,2
329311,3,2,2,0
329312,3,3,3,2
329313,3,1,1,3
329314,3,0,0,3
329315,3,2,2,2
329316,3,3,3,2
329317,3,2,2,3
329318,3,1,1,3
329319,3,0,0,3
329320,3,1,1,1
329321,3,2,2,1
329322,3,0,0,0
329323,3,3,3,2
329324,3,2,2,1
329325,3,1,1,3
329326,3,3,3,3
329327,3,1,1,2
329328,3,2,2,0
329329,3,3,3,2
329330,3,0,0,3
329331,3,0,0,3
329332,3,1,1,3
329333,3,2,2,0
329334,3,3,3,1
329335,3,0,0,3
329336,3,1,1,0
329337,3,2,2,3
329338,3,0,0,2
329339,3,3,3,1
329340,3,1,1,2
329341,3,1,1,1
329342,3,0,0,2
329343,3,0,0,1
329344,3,1,1,2
329345,3,0,0,0
329346,3,0,0,1
329347,3,3,3,1
329348,3,1,1,2
329349,3,2,2,0
329350,3,3,3,0
329351,3,0,0,3
329352,3,3,3,3
329353,3,1,1,2
329354,3,2,2,0
329355,3,0,0,2
329356,3,3,3,2
329357,3,2,2,0
329358,3,3,3,0
329359,3,2,2,1
329360,3,3,3,0
329361,3,2,2,1
329362,3,1,1,1
329363,3,0,0,0
329364,3,3,3,0
329365,3,2,2,1
329366,3,1,1,2
329367,3,2,2,1
329368,3,3,3,2
329369,3,0,0,0
329370,3,1,1,1
329371,3,2,2,2
329372,3,0,0,0
329373,3,3,3,1
329374,3,2,2,2
329375,3,1,1,0
329376,3,0,0,1
329377,3,3,3,2
329378,3,2,2,0
329379,3,1,1,1
329380,3,0,0,0
329381,3,3,3,2
329382,3,0,0,0
329383,3,1,1,1
329384,3,2,2,2
329385,3,3,3,0
329386,3,1,1,2
329387,3,0,0,1
329388,3,1,1,2
329389,3,2,2,0
329390,3,2,2,0
329391,3,3,3,1
329392,3,0,0,2
329393,3,1,1,0
329394,3,3,3,1
329395,3,2,2,3
329396,3,3,3,3
329397,3,0,0,3
329398,3,1,1,3
329399,3,2,2,3
329400,3,3,3,3
329401,3,0,0,3
329402,3,1,1,3
329403,3,0,0,3
329404,3,2,2,3
329405,3,3,3,3
329406,3,0,0,3
329407,3,1,1,3
329408,3,2,2,3
329409,3,1,1,3
329410,3,3,3,3
329411,3,0,0,3
329412,3,1,1,3
329413,3,2,2,3
329414,3,3,3,3
329415,3,0,0,3
329416,3,1,1,3
329417,3,2,2,3
329418,3,3,3,3
329419,3,0,0,3
329420,3,1,1,3
329421,3,2,2,3
329422,3,3,3,3
329423,3,0,0,3
329424,3,1,1,3
329425,3,2,2,3
329426,3,3,3,3
329427,3,0,0,3
329428,3,1,1,3
329429,3,2,2,3
329430,3,3,3,3
329431,3,0,0,3
